,code,name,sector,shares,stock price,asset per company,dividend yield,PER,PBR,sales,operationg income,operationg margin,current ratio,dividend,payout ratio
3256,8887,リベレステ(株),不動産業,0,890.00,0.0,5.06,9.67,0.89,"6,123.82","1,565.67",16.73,3.98,40.00,43.47
3257,8889,ＡＰＡＭＡＮ(株),不動産業,0,737.00,0.0,1.90,48.22,2.85,"45,934.00","1,422.00",1.80,1.48,14.00,156.99
3258,8890,(株)レーサム,不動産業,0,"1,008.00",0.0,4.46,5.36,0.89,"58,547.00","11,083.00",18.70,9.89,45.00,21.92
3259,8891,(株)エムジーホーム,不動産業,0,881.00,0.0,0.85,3.78,0.78,"10,477.93",839.05,8.08,1.67,7.50,3.22
3260,8892,(株)日本エスコン,不動産業,0,916.00,0.0,3.93,7.70,1.87,"72,106.00","11,803.00",17.90,2.27,36.00,30.22
3261,8893,(株)新日本建物,不動産業,0,544.00,0.0,3.31,9.28,2.03,"13,122.70","1,354.23",11.75,2.19,18.00,30.70
3262,8894,(株)ＲＥＶＯＬＵＴＩＯＮ,不動産業,0,37.00,0.0,--,--,27.27,827.97,-53.80,-2.29,0.48,0.00,--
3263,8897,(株)タカラレーベン,不動産業,0,513.00,0.0,3.31,8.70,1.17,"132,005.00","9,326.00",7.69,1.68,16.00,26.97
3264,8898,(株)センチュリー２１・ジャパン,不動産業,1,"1,299.00",1299.0,3.85,16.86,2.27,"4,151.70","1,203.33",27.28,7.21,50.00,64.88
3265,8903,(株)サンウッド,不動産業,0,580.00,0.0,4.31,14.48,0.72,"11,394.94",229.12,3.69,1.88,25.00,62.00
3266,8904,(株)ＡＶＡＮＴＩＡ,不動産業,0,985.00,0.0,3.86,11.48,0.58,"38,462.60","1,847.10",3.95,3.11,38.00,44.30
3267,8905,イオンモール(株),不動産業,0,"1,895.00",0.0,2.06,12.86,1.12,"312,976.00","47,683.00",14.06,0.55,38.00,25.77
3268,8908,(株)毎日コムネット,不動産業,0,941.00,0.0,2.66,13.55,1.94,"17,411.64","1,924.34",11.68,2.97,25.00,40.32
3269,8909,(株)シノケングループ,不動産業,0,"1,264.00",0.0,2.37,5.99,1.31,"111,390.40","10,855.78",10.51,2.04,30.00,13.69
3270,8912,(株)エリアクエスト,不動産業,0,117.00,0.0,3.42,9.89,1.56,"2,511.25",397.32,15.40,1.78,4.00,32.32
3271,8914,エリアリンク(株),不動産業,0,"1,088.00",0.0,4.23,7.48,0.73,"28,828.27","2,267.61",8.65,3.91,46.00,32.09
3272,8917,ファースト住建(株),不動産業,0,"1,247.00",0.0,3.45,7.22,0.53,"43,111.80","3,654.15",8.69,2.82,43.00,24.82
3273,8918,(株)ランド,不動産業,0,11.00,0.0,--,227.70,2.61,"2,244.69",613.42,34.38,6.07,0.00,0.00
3274,8919,(株)カチタス,不動産業,0,"4,320.00",0.0,1.23,28.38,8.50,"81,356.00","8,725.00",11.16,5.66,52.00,33.21
3275,8920,(株)東祥,サービス業,0,"2,093.00",0.0,0.72,19.93,2.72,"27,239.95","7,021.31",24.78,1.70,14.00,14.28
3276,8922,日本アセットマーケティング(株),不動産業,0,124.00,0.0,--,14.22,0.87,"21,691.00","9,571.00",45.26,1.19,0.00,0.00
3277,8923,トーセイ(株),不動産業,0,"1,373.00",0.0,3.06,7.81,1.12,"60,727.70","12,090.09",20.90,4.36,42.00,23.66
3278,8925,(株)アルデプロ,不動産業,0,47.00,0.0,--,--,6.94,"15,953.44","-1,942.32",-4.49,1.56,0.00,--
3279,8927,(株)明豊エンタープライズ,不動産業,0,217.00,0.0,2.30,37.10,1.23,"10,638.17",291.09,4.22,2.23,5.00,0.00
3280,8928,穴吹興産(株),不動産業,0,"1,710.00",0.0,3.22,5.37,0.75,"99,669.27","5,706.46",6.02,2.13,52.50,16.49
3281,8929,(株)青山財産ネットワークス,不動産業,0,"1,692.00",0.0,2.66,12.20,3.21,"19,061.08","1,877.30",8.38,2.98,45.00,32.52
3282,8931,和田興産(株),不動産業,0,922.00,0.0,3.25,5.55,0.45,"39,287.16","2,697.80",8.80,1.60,30.00,18.07
3283,8934,サンフロンティア不動産(株),不動産業,0,"1,297.00",0.0,2.81,7.19,1.13,"53,291.93","12,813.59",24.97,7.55,36.50,21.37
3284,8935,(株)ＦＪネクスト,不動産業,0,"1,143.00",0.0,3.32,5.71,0.83,"81,516.00","10,087.00",12.38,4.51,32.00,17.97
3285,8938,グローム・ホールディングス(株),不動産業,0,"1,192.00",0.0,0.42,6.61,1.10,"14,829.00","1,562.00",8.50,5.44,5.00,2.77
3286,8940,(株)インテリックス,不動産業,0,702.00,0.0,3.99,7.54,0.59,"36,981.22","1,232.65",4.16,1.69,34.00,36.50
3287,8944,(株)ランドビジネス,不動産業,0,757.00,0.0,0.79,45.09,0.96,"4,644.11",520.98,22.39,4.10,6.00,35.62
3288,8945,日本社宅サービス(株),不動産業,0,"1,047.00",0.0,2.48,15.22,1.53,"8,441.19","1,026.46",11.39,2.73,22.00,30.55
3289,8946,(株)ＡＳＩＡＮ　ＳＴＡＲ,不動産業,0,131.00,0.0,--,--,1.17,"3,129.99",-50.64,-1.10,1.88,0.00,--
3290,8951,日本ビルファンド投資法人,REIT銘柄一覧,0,"879,000.00",0.0,2.37,43.50,2.30,"74,103.14","28,531.29",42.92,0.28,"19,933.00",98.65
3291,8952,ジャパンリアルエステイト投資法人,REIT銘柄一覧,0,"796,000.00",0.0,2.50,38.86,2.15,"68,186.65","28,831.97",45.53,0.50,"19,894.00",97.11
3292,8953,日本リテールファンド投資法人,REIT銘柄一覧,0,"234,200.00",0.0,3.78,25.63,1.41,"66,112.85","23,921.13",42.08,0.98,"8,860.00",96.97
3293,8954,オリックス不動産投資法人,REIT銘柄一覧,0,"239,200.00",0.0,3.03,34.14,1.89,"48,407.00","19,367.00",45.70,1.17,"7,242.00",103.36
3294,8955,日本プライムリアルティ投資法人,REIT銘柄一覧,0,"496,000.00",0.0,2.96,34.05,1.92,"30,857.71","13,448.29",48.36,1.30,"14,571.00",100.01
3295,8956,プレミア投資法人,REIT銘柄一覧,0,"163,400.00",0.0,3.53,27.04,1.72,"19,219.87","7,961.17",45.65,2.88,"5,768.00",95.46
3296,8957,東急リアル・エステート投資法人,REIT銘柄一覧,0,"207,800.00",0.0,2.90,34.51,1.79,"14,890.38","5,888.19",46.32,0.17,"6,022.00",100.01
3297,8958,グローバル・ワン不動産投資法人,REIT銘柄一覧,0,"143,700.00",0.0,3.22,29.08,1.43,"11,418.97","4,550.60",47.60,1.47,"4,632.00",94.27
3298,8960,ユナイテッド・アーバン投資法人,REIT銘柄一覧,0,"190,400.00",0.0,3.73,25.57,1.61,"51,932.52","22,957.76",48.40,1.21,"7,096.00",96.39
3299,8961,森トラスト総合リート投資法人,REIT銘柄一覧,0,"199,400.00",0.0,3.70,27.03,1.65,"17,603.73","9,737.81",60.42,0.46,"7,375.00",99.97
3300,8963,インヴィンシブル投資法人,REIT銘柄一覧,0,"54,400.00",0.0,6.04,17.51,1.39,"27,555.84","16,107.23",65.13,0.27,"3,062.00",101.77
3301,8964,フロンティア不動産投資法人,REIT銘柄一覧,0,"451,000.00",0.0,4.45,22.03,1.47,"20,589.54","10,157.52",52.03,0.80,"20,476.00",100.00
3302,8966,平和不動産リート投資法人,REIT銘柄一覧,0,"149,600.00",0.0,3.29,29.86,1.59,"12,710.67","5,085.98",47.23,1.24,"4,925.00",98.30
3303,8967,日本ロジスティクスファンド投資法人,REIT銘柄一覧,0,"286,500.00",0.0,3.28,29.25,1.93,"19,119.06","8,884.49",51.78,1.74,"9,410.00",95.89
3304,8968,福岡リート投資法人,REIT銘柄一覧,0,"188,000.00",0.0,3.93,25.48,1.47,"18,474.49","5,875.81",35.86,1.11,"7,380.00",100.01
3305,8972,ケネディクス・オフィス投資法人,REIT銘柄一覧,0,"882,000.00",0.0,3.10,31.43,1.65,"30,240.16","12,025.68",46.30,0.92,"27,358.00",97.50
3306,8975,いちごオフィスリート投資法人,REIT銘柄一覧,0,"117,400.00",0.0,3.75,24.69,1.73,"16,755.55","7,287.98",52.96,1.13,"4,405.00",92.63
3307,8976,大和証券オフィス投資法人,REIT銘柄一覧,0,"893,000.00",0.0,2.88,34.36,1.72,"27,927.76","12,784.28",50.46,0.85,"25,698.00",98.88
3308,8977,阪急阪神リート投資法人,REIT銘柄一覧,0,"180,000.00",0.0,3.55,28.16,1.45,"12,033.86","4,443.46",42.94,0.63,"6,387.00",100.00
3309,8979,スターツプロシード投資法人,REIT銘柄一覧,0,"207,000.00",0.0,4.43,22.68,1.22,"6,239.79","2,333.53",43.90,0.48,"9,180.00",100.00
3310,8984,大和ハウスリート投資法人,REIT銘柄一覧,0,"295,000.00",0.0,3.80,33.22,1.32,"48,005.01","17,764.38",43.04,1.13,"11,200.00",126.31
3311,8985,ジャパン・ホテル・リート投資法人,REIT銘柄一覧,0,"72,600.00",0.0,--,17.96,1.43,"28,253.85","16,211.64",63.69,2.37,"3,890.00",96.25
3312,8986,日本賃貸住宅投資法人,REIT銘柄一覧,0,"108,100.00",0.0,3.73,27.18,1.63,"16,717.10","6,524.12",45.19,0.51,"4,030.00",101.33
3313,8987,ジャパンエクセレント投資法人,REIT銘柄一覧,0,"198,600.00",0.0,2.81,37.39,1.80,"21,193.06","6,937.77",39.21,1.80,"5,554.00",105.42
3314,8995,(株)誠建設工業,不動産業,0,631.00,0.0,3.96,9.42,0.37,"3,047.08",184.97,4.87,5.54,25.00,37.31
3315,8999,グランディハウス(株),不動産業,0,473.00,0.0,3.81,6.69,0.65,"44,452.83","2,969.22",6.33,1.61,18.00,25.15
3316,9001,東武鉄道(株),陸運業,0,"3,650.00",0.0,1.03,27.52,1.67,"617,543.00","41,616.00",6.88,0.42,35.00,26.38
3317,9003,相鉄ホールディングス(株),陸運業,0,"2,790.00",0.0,1.79,14.91,1.84,"260,502.00","28,512.00",11.55,0.58,50.00,26.71
3318,9005,東急(株),陸運業,0,"1,874.00",0.0,1.07,19.70,1.53,"1,157,440.00","83,162.00",6.86,0.49,20.00,21.08
3319,9006,京浜急行電鉄(株),陸運業,0,"1,927.00",0.0,0.83,25.62,1.97,"339,268.00","30,786.00",9.50,0.57,16.00,21.27
3320,9007,小田急電鉄(株),陸運業,0,"2,348.00",0.0,0.94,26.06,2.21,"526,675.00","45,194.00",8.71,0.34,21.00,23.44
3321,9008,京王電鉄(株),陸運業,0,"5,950.00",0.0,0.84,26.70,1.98,"447,508.00","40,142.00",8.35,0.70,50.00,22.43
3322,9009,京成電鉄(株),陸運業,0,"4,030.00",0.0,0.45,17.65,1.75,"261,553.00","50,563.00",11.87,0.44,17.00,7.55
3323,9010,富士急行(株),陸運業,0,"3,460.00",0.0,0.46,88.64,6.95,"54,459.35","3,294.19",6.62,1.53,16.00,40.94
3324,9012,秩父鉄道(株),陸運業,0,"2,486.00",0.0,--,35.65,0.34,"5,216.15",71.78,0.99,0.45,0.00,0.00
3325,9014,新京成電鉄(株),陸運業,0,"2,427.00",0.0,1.44,9.94,0.62,"21,445.93","3,769.18",15.68,0.25,35.00,14.33
3326,9017,新潟交通(株),陸運業,0,"2,200.00",0.0,0.45,9.29,0.50,"19,817.82","1,390.43",9.12,0.29,10.00,4.22
3327,9020,東日本旅客鉄道(株),陸運業,0,"9,438.00",0.0,1.67,12.21,1.17,"3,002,043.00","428,619.00",15.58,0.68,150.00,19.38
3328,9021,西日本旅客鉄道(株),陸運業,0,"9,057.00",0.0,2.02,16.98,1.61,"1,529,308.00","157,173.00",11.14,0.75,175.00,32.78
3329,9022,東海旅客鉄道(株),陸運業,0,"21,760.00",0.0,0.69,9.72,1.23,"1,878,137.00","630,271.00",37.62,5.58,145.00,6.51
3330,9024,(株)西武ホールディングス,陸運業,0,"1,730.00",0.0,1.94,11.92,1.28,"565,939.00","60,376.00",12.03,0.37,30.00,22.04
3331,9025,鴻池運輸(株),陸運業,0,"1,515.00",0.0,2.38,13.63,0.85,"294,158.00","10,436.00",3.35,1.39,36.00,32.02
3332,9028,(株)ゼロ,陸運業,0,"1,054.00",0.0,3.41,10.59,0.76,"90,228.00","3,294.00",3.66,1.45,24.90,25.27
3333,9029,(株)ヒガシトゥエンティワン,陸運業,0,583.00,0.0,2.40,13.06,0.95,"23,499.90",880.78,3.41,1.53,14.00,30.74
3334,9031,西日本鉄道(株),陸運業,0,"2,611.00",0.0,1.34,32.65,1.17,"396,835.00","10,254.00",2.75,0.80,35.00,43.65
3335,9033,広島電鉄(株),陸運業,0,"1,101.00",0.0,0.73,52.50,0.81,"36,545.00","1,057.00",3.50,0.73,8.00,38.21
3336,9034,南総通運(株),陸運業,0,"1,272.00",0.0,2.75,6.77,0.36,"13,686.43","1,408.48",10.45,1.08,35.00,18.62
3337,9036,東部ネットワーク(株),陸運業,0,"1,023.00",0.0,1.47,10.59,0.31,"12,401.75",775.72,5.69,4.53,15.00,15.53
3338,9037,(株)ハマキョウレックス,陸運業,0,"3,370.00",0.0,2.08,10.85,1.13,"115,919.00","10,192.00",8.31,0.87,65.00,20.91
3339,9039,(株)サカイ引越センター,陸運業,0,"6,120.00",0.0,0.82,17.44,2.18,"96,197.00","10,929.00",10.93,1.20,50.00,15.52
3340,9041,近鉄グループホールディングス(株),陸運業,0,"5,400.00",0.0,0.93,28.55,2.69,"1,236,905.00","55,521.00",4.52,0.50,50.00,26.48
3341,9042,阪急阪神ホールディングス(株),陸運業,0,"4,125.00",0.0,1.09,15.46,1.14,"791,427.00","88,562.00",11.18,0.75,40.00,15.04
3342,9044,南海電気鉄道(株),陸運業,0,"2,725.00",0.0,1.10,23.72,1.34,"227,424.00","15,522.00",8.15,0.45,30.00,26.11
3343,9045,京阪ホールディングス(株),陸運業,0,"4,845.00",0.0,0.72,24.18,2.21,"326,159.00","32,048.00",9.65,1.01,35.00,17.46
3344,9046,神戸電鉄(株),陸運業,0,"3,980.00",0.0,--,26.36,1.71,"22,981.00","1,161.00",6.07,0.19,0.00,0.00
3345,9048,名古屋鉄道(株),陸運業,0,"3,165.00",0.0,0.79,21.87,1.58,"622,567.00","46,120.00",7.68,0.70,25.00,17.72
3346,9049,京福電気鉄道(株),陸運業,0,"3,050.00",0.0,0.66,8.69,0.89,"12,406.00","1,044.00",8.04,0.50,20.00,5.70
