,code,name,sector,shares,stock price,asset per company,dividend yield,PER,PBR,sales,operationg income,operationg margin,current ratio,dividend,payout ratio
470,2804,ブルドックソース(株),食料品,0,"1,155.00",0.0,2.38,20.02,0.77,"17,010.14","1,115.76",1.59,2.37,17.50,30.74
471,2805,ヱスビー食品(株),食料品,0,"4,240.00",0.0,0.99,12.47,1.23,"145,160.00","5,378.00",3.65,1.33,40.00,11.77
472,2806,ユタカフーズ(株),食料品,0,"1,700.00",0.0,2.35,11.52,0.61,"21,269.00","1,497.00",5.42,5.74,40.00,26.93
473,2809,キユーピー(株),食料品,0,"2,194.00",0.0,1.82,16.78,1.33,"545,723.00","32,487.00",5.52,1.77,40.00,30.60
474,2810,ハウス食品グループ本社(株),食料品,0,"3,475.00",0.0,1.29,25.87,1.42,"296,695.00","22,297.00",5.56,2.62,44.00,32.53
475,2811,カゴメ(株),食料品,0,"2,802.00",0.0,1.25,24.42,2.30,"180,849.00","13,888.00",7.78,1.65,35.00,30.49
476,2812,焼津水産化学工業(株),食料品,0,"1,022.00",0.0,2.35,24.68,0.64,"16,458.31",790.64,4.49,5.25,24.00,57.43
477,2813,和弘食品(株),食料品,0,"3,995.00",0.0,1.25,26.25,0.81,"10,219.12",197.75,1.57,1.16,50.00,32.86
478,2814,佐藤食品工業(株),食料品,0,"1,797.00",0.0,1.67,15.53,0.70,"6,850.84","1,062.11",13.05,5.56,30.00,25.77
479,2815,アリアケジャパン(株),食料品,0,"7,500.00",0.0,1.03,14.31,2.70,"56,550.17","25,752.37",21.11,4.86,77.00,14.69
480,2816,(株)ダイショー,食料品,0,"1,227.00",0.0,1.47,36.33,1.49,"20,572.00",513.00,2.46,1.50,18.00,52.76
481,2818,(株)ピエトロ,食料品,0,"1,648.00",0.0,1.27,34.72,1.88,"9,683.68",480.61,4.96,1.19,21.00,44.24
482,2819,エバラ食品工業(株),食料品,0,"2,157.00",0.0,1.76,13.62,0.91,"51,306.00","2,481.00",4.65,2.65,35.00,22.20
483,2820,(株)やまみ,食料品,0,"2,320.00",0.0,0.95,23.15,2.60,"10,881.75",971.88,8.61,0.73,20.00,24.32
484,2830,アヲハタ(株),食料品,0,"2,330.00",0.0,0.77,81.76,1.61,"20,282.54",409.60,2.16,2.20,18.00,63.16
485,2831,はごろもフーズ(株),食料品,0,"2,719.00",0.0,1.32,25.74,0.94,"79,920.57","1,501.76",1.49,1.58,36.00,34.00
486,2871,(株)ニチレイ,食料品,0,"2,763.00",0.0,1.34,18.46,2.08,"580,141.00","29,540.00",4.85,1.61,32.00,21.38
487,2872,(株)セイヒョー,食料品,0,"3,495.00",0.0,1.14,22.18,1.28,"4,047.97",72.35,1.08,1.24,40.00,25.38
488,2874,ヨコレイ,卸売業,0,973.00,0.0,2.36,16.85,0.73,"139,970.00","5,958.00",3.25,1.69,23.00,40.00
489,2875,東洋水産(株),食料品,0,"4,605.00",0.0,1.74,25.51,1.59,"401,064.00","25,906.00",5.83,3.77,70.00,38.79
490,2876,(株)ジェーシー・コムサ,食料品,0,455.00,0.0,2.64,8.29,0.85,"17,558.44",769.96,3.92,1.60,12.00,21.86
491,2877,日東ベスト(株),食料品,0,843.00,0.0,1.42,14.16,0.74,"52,449.60","1,008.22",1.74,1.15,12.00,25.19
492,2882,イートアンド(株),食料品,0,"1,899.00",0.0,0.39,54.99,2.69,"29,164.38",462.13,1.79,1.12,7.50,22.67
493,2883,(株)大冷,食料品,0,"1,992.00",0.0,2.76,16.27,1.57,"27,235.72","1,083.03",3.92,2.63,55.00,44.92
494,2884,(株)ヨシムラ・フード・ホールディングス,食料品,0,"1,212.00",0.0,--,103.41,6.19,"23,716.12",429.23,1.48,1.33,0.00,0.00
495,2892,日本食品化工(株),食料品,0,"1,397.00",0.0,1.79,24.28,0.37,"46,959.00",386.00,-0.14,2.20,25.00,43.11
496,2894,石井食品(株),食料品,0,221.00,0.0,1.36,400.42,0.99,"9,694.76",65.69,0.40,1.97,3.00,526.97
497,2897,日清食品ホールディングス(株),食料品,0,"8,980.00",0.0,1.22,48.57,2.86,"450,984.00","31,166.00",6.42,1.11,110.00,59.19
498,2899,(株)永谷園ホールディングス,食料品,0,"2,193.00",0.0,1.41,37.17,1.24,"104,746.00","2,252.00",1.69,1.39,31.00,52.36
499,2901,石垣食品(株),食料品,0,147.00,0.0,--,--,4.93,"2,721.22",-272.51,-10.60,1.70,0.00,--
500,2903,シノブフーズ(株),食料品,0,705.00,0.0,2.34,11.99,0.73,"49,068.00","1,103.00",2.22,1.19,16.00,26.53
501,2904,一正蒲鉾(株),食料品,0,973.00,0.0,0.72,26.68,1.62,"35,588.60","1,232.45",3.59,0.92,7.00,19.27
502,2905,オーケー食品工業(株),食料品,0,"1,300.00",0.0,--,"3,925.48",2.06,"9,133.73",14.44,-0.58,0.77,0.00,0.00
503,2907,(株)あじかん,食料品,0,798.00,0.0,1.50,6.60,0.49,"44,371.81","1,366.76",2.29,1.14,12.00,12.41
504,2908,フジッコ(株),食料品,0,"1,925.00",0.0,1.97,13.76,0.86,"64,145.00","6,273.00",7.53,3.00,38.00,27.21
505,2910,(株)ロック・フィールド,食料品,0,"1,453.00",0.0,2.20,22.29,1.35,"50,978.00","2,619.00",4.75,3.57,32.00,49.08
506,2911,旭松食品(株),食料品,0,"2,186.00",0.0,1.37,17.36,0.58,"8,905.72",304.77,2.88,2.55,30.00,23.82
507,2914,ＪＴ,食料品,2,"2,276.50",4553.0,6.76,11.62,1.52,"2,175,626.00","465,232.00",23.09,1.28,154.00,78.45
508,2915,ケンコーマヨネーズ(株),食料品,0,"2,272.00",0.0,1.32,16.30,1.14,"73,989.00","3,781.00",5.05,1.38,30.00,21.52
509,2916,仙波糖化工業(株),食料品,0,655.00,0.0,2.29,10.14,0.83,"20,555.89","1,019.14",5.25,1.35,15.00,23.23
510,2917,(株)大森屋,食料品,0,803.00,0.0,1.87,17.54,0.39,"18,470.90",373.38,1.97,5.17,15.00,32.76
511,2918,わらべや日洋ホールディングス(株),食料品,0,"1,925.00",0.0,2.08,55.37,0.77,"215,696.00",948.00,0.54,1.11,40.00,115.41
512,2922,(株)なとり,食料品,0,"1,739.00",0.0,1.15,20.55,1.10,"46,370.99","1,600.51",3.24,1.44,20.00,23.63
513,2923,サトウ食品工業(株),食料品,0,"3,770.00",0.0,0.53,21.32,1.49,"40,900.46","1,356.37",2.88,1.19,20.00,11.31
514,2924,イフジ産業(株),食料品,0,810.00,0.0,2.22,12.22,1.18,"13,711.92",829.61,5.89,2.18,17.00,25.65
515,2925,(株)ピックルスコーポレーション,食料品,0,"2,823.00",0.0,0.99,19.76,1.52,"40,670.98","1,540.91",3.61,0.95,28.00,19.46
516,2926,(株)篠崎屋,食料品,0,108.00,0.0,--,44.49,1.36,"3,136.08",51.76,1.58,2.02,0.00,0.00
517,2927,(株)ＡＦＣ−ＨＤアムスライフサイエンス,食料品,0,697.00,0.0,2.87,12.51,0.97,"16,252.89","1,091.02",5.92,1.40,20.00,44.89
518,2929,(株)ファーマフーズ,食料品,0,"1,240.00",0.0,0.28,72.03,8.34,"10,532.83",668.58,5.46,2.95,0.00,0.00
519,2930,(株)北の達人コーポレーション,食料品,0,649.00,0.0,0.63,69.91,30.65,"8,312.47","1,849.37",22.25,3.05,3.60,38.70
520,2931,(株)ユーグレナ,食料品,0,860.00,0.0,--,--,7.37,"13,967.67","-9,604.98",-71.54,4.53,0.00,--
521,2970,(株)グッドライフカンパニー,不動産業,0,"2,693.00",0.0,--,8.67,2.38,"2,956.33",527.99,17.08,5.04,0.00,0.00
522,2971,エスコンジャパンリート投資法人,REIT銘柄一覧,0,"131,800.00",0.0,--,--,1.32,--,--,--,7.61,--,--
523,2972,サンケイリアルエステート投資法人,REIT銘柄一覧,0,"134,700.00",0.0,--,--,1.38,--,--,--,0.76,--,--
524,2975,スター・マイカ・ホールディングス(株),不動産業,0,"1,670.00",0.0,1.92,15.66,1.64,"32,164.19","2,925.98",11.28,7.40,32.00,28.83
525,2978,(株)ツクルバ,不動産業,0,"1,367.00",0.0,--,"1,170.72",8.34,"1,515.19",7.45,1.28,5.58,0.00,0.00
526,2980,ＳＲＥホールディングス(株),不動産業,0,"2,103.00",0.0,--,111.22,9.08,"2,896.44",384.12,12.87,4.02,0.00,0.00
527,2981,(株)ランディックス,不動産業,0,"2,539.00",0.0,--,10.33,1.86,"6,441.09",891.65,14.28,2.46,0.00,0.00
528,3001,片倉工業(株),繊維製品,0,"1,247.00",0.0,--,34.12,0.80,"44,308.00","2,092.00",2.62,2.37,12.00,32.81
529,3002,グンゼ(株),繊維製品,0,"4,260.00",0.0,2.58,19.00,0.70,"140,706.00","6,295.00",4.49,1.99,110.00,48.81
530,3003,ヒューリック(株),不動産業,0,"1,357.00",0.0,2.32,15.26,1.98,"357,272.00","84,298.00",24.43,1.90,31.50,35.80
531,3004,神栄(株),卸売業,0,781.00,0.0,--,--,1.05,"42,739.00",-193.00,-0.33,1.04,0.00,--
532,3010,価値開発(株),サービス業,0,171.00,0.0,--,--,10.89,"5,084.05","-2,901.53",-50.26,1.03,0.00,--
533,3011,(株)バナーズ,小売業,0,128.00,0.0,1.56,44.31,0.82,"4,151.43",100.73,3.53,1.40,2.00,65.58
534,3020,アプライド(株),小売業,0,"1,980.00",0.0,2.78,4.43,0.84,"30,300.00","1,468.00",3.75,1.55,50.00,11.20
535,3021,(株)パシフィックネット,小売業,0,"1,435.00",0.0,1.46,38.64,3.75,"4,177.09",308.59,7.25,1.24,21.00,56.54
536,3023,ラサ商事(株),卸売業,0,928.00,0.0,3.93,7.01,0.68,"31,755.00","2,356.00",6.36,1.66,34.00,26.12
537,3024,クリエイト(株),卸売業,0,725.00,0.0,1.93,11.54,0.69,"32,087.60",420.22,0.95,1.29,14.00,22.28
538,3028,(株)アルペン,小売業,0,"1,923.00",0.0,2.08,--,0.76,"228,267.00","-1,050.00",-1.22,1.78,40.00,--
539,3030,(株)ハブ,小売業,0,"1,053.00",0.0,1.33,22.33,2.81,"11,616.95",794.44,6.79,1.77,14.00,29.69
540,3031,(株)ラクーンホールディングス,卸売業,0,849.00,0.0,0.71,41.05,5.84,"2,980.40",523.81,17.68,1.37,6.00,29.35
541,3034,クオールホールディングス(株),小売業,0,"1,416.00",0.0,1.98,13.92,1.41,"144,783.00","7,165.00",4.59,1.34,28.00,27.84
542,3035,ケイティケイ(株),卸売業,0,413.00,0.0,2.66,10.93,0.77,"16,699.05",314.95,1.71,1.17,11.00,29.11
543,3036,アルコニックス(株),卸売業,0,"1,284.00",0.0,3.19,8.27,0.86,"257,437.00","6,460.00",2.49,1.39,39.00,24.92
544,3038,(株)神戸物産,卸売業,0,"4,575.00",0.0,0.38,41.26,10.91,"299,616.00","18,095.00",5.96,2.09,17.50,17.83
545,3040,(株)ソリトンシステムズ,情報・通信,0,"1,013.00",0.0,0.99,59.73,3.20,"15,266.00",723.00,4.16,1.59,10.00,58.05
546,3041,(株)ビューティ花壇,卸売業,0,295.00,0.0,1.02,--,2.15,"5,874.87",14.36,0.07,1.46,3.00,--
547,3042,(株)セキュアヴェイル,情報・通信,0,947.00,0.0,--,116.33,4.51,969.48,20.75,4.51,3.01,0.00,0.00
548,3045,(株)カワサキ,卸売業,0,"1,017.00",0.0,2.46,9.06,0.53,"1,903.92",368.64,18.64,0.43,25.00,22.27
549,3048,(株)ビックカメラ,小売業,0,"1,174.00",0.0,1.70,14.85,1.54,"894,021.00","22,673.00",2.20,1.20,20.00,25.22
550,3050,ＤＣＭホールディングス(株),小売業,0,"1,046.00",0.0,2.68,13.38,0.74,"445,758.00","18,415.00",4.46,1.30,27.00,29.76
551,3053,(株)ペッパーフードサービス,小売業,0,902.00,0.0,3.33,--,5.01,"63,509.73","1,661.23",2.07,0.78,30.00,--
552,3054,(株)ハイパー,卸売業,0,571.00,0.0,1.58,28.02,1.83,"22,147.21",343.21,1.53,1.70,9.00,41.77
553,3058,(株)三洋堂ホールディングス,小売業,0,822.00,0.0,--,--,1.34,"20,400.06",-216.58,-1.27,1.12,0.00,--
554,3059,ヒラキ(株),小売業,0,961.00,0.0,2.08,8.47,0.73,"16,859.61",810.90,4.99,2.39,20.00,17.63
555,3063,(株)ジェイグループホールディングス,小売業,0,739.00,0.0,0.41,103.42,2.94,"15,056.17",113.90,0.20,0.48,3.00,42.22
556,3064,(株)ＭｏｎｏｔａＲＯ,小売業,0,"2,807.00",0.0,0.53,63.49,18.80,"131,463.00","15,568.00",11.80,2.09,15.00,33.93
557,3065,(株)ライフフーズ,小売業,0,"1,997.00",0.0,0.50,85.47,1.48,"13,176.49",165.30,0.82,2.42,10.00,42.81
558,3067,(株)東京一番フーズ,小売業,0,606.00,0.0,0.83,53.96,2.82,"4,619.80",189.93,3.86,3.54,5.00,44.27
559,3068,(株)ＷＤＩ,小売業,0,"1,935.00",0.0,0.62,31.08,4.69,"29,783.38","1,327.10",4.35,0.98,12.00,24.10
560,3069,(株)ＪＦＬＡホールディングス,小売業,0,428.00,0.0,0.93,--,1.77,"64,335.88","-2,889.93",-2.62,0.88,4.00,--
561,3070,(株)アマガサ,卸売業,0,354.00,0.0,--,--,1.00,"5,281.94",-815.55,-15.11,0.96,0.00,--
562,3071,(株)ストリーム,小売業,0,83.00,0.0,--,--,1.37,"22,626.01",-34.49,-0.10,1.28,0.00,--
563,3073,(株)ＤＤホールディングス,小売業,0,"1,684.00",0.0,0.80,23.74,4.46,"50,973.18","2,779.97",3.85,0.93,9.00,12.69
564,3075,(株)銚子丸,小売業,0,"1,346.00",0.0,0.45,36.34,2.76,"19,316.91",789.59,3.85,2.45,6.00,16.21
565,3076,あい　ホールディングス(株),卸売業,0,"1,828.00",0.0,2.19,16.07,1.85,"51,031.00","7,939.00",15.19,4.69,40.00,35.17
566,3077,ホリイフードサービス(株),小売業,0,642.00,0.0,1.09,14.59,1.50,"6,660.16",275.64,4.05,2.33,7.00,15.91
567,3079,ディーブイエックス(株),卸売業,0,956.00,0.0,2.51,10.81,1.39,"40,380.09","1,348.07",3.05,1.61,24.00,26.67
568,3080,(株)ジェーソン,小売業,0,426.00,0.0,2.11,12.47,1.44,"23,375.71",686.16,2.76,1.38,9.00,26.34
569,3082,(株)きちりホールディングス,小売業,0,739.00,0.0,1.01,46.83,4.04,"9,914.23",230.67,2.54,1.34,7.50,47.53
570,3083,(株)シーズメン,小売業,0,457.00,0.0,--,--,0.91,"3,811.62",4.72,0.15,3.90,0.00,--
571,3085,アークランドサービスホールディングス(株),小売業,0,"2,104.00",0.0,1.14,27.07,3.37,"33,327.00","4,298.00",12.70,3.94,24.00,30.01
572,3086,Ｊ．フロント　リテイリング(株),小売業,0,"1,357.00",0.0,2.65,12.98,0.86,"459,840.00","42,126.00",8.89,0.77,35.00,33.77
573,3087,(株)ドトール・日レスホールディングス,小売業,0,"2,103.00",0.0,1.57,15.71,0.92,"129,216.00","9,375.00",7.15,2.90,32.00,23.87
574,3088,(株)マツモトキヨシホールディングス,小売業,0,"4,140.00",0.0,1.69,17.30,2.03,"575,991.00","37,369.00",5.96,1.84,65.00,27.06
575,3089,テクノアルファ(株),卸売業,0,"1,101.00",0.0,2.45,8.66,1.29,"3,422.53",304.03,7.51,2.69,27.00,21.23
576,3091,(株)ブロンコビリー,小売業,0,"2,627.00",0.0,0.91,25.68,2.20,"22,324.32","2,325.88",10.16,3.43,24.00,23.43
577,3092,(株)ＺＯＺＯ,小売業,0,"1,818.00",0.0,1.21,34.83,24.50,"118,405.00","22,501.00",19.51,1.11,24.00,45.66
578,3093,(株)トレジャー・ファクトリー,小売業,0,884.00,0.0,1.92,17.76,2.33,"17,737.12",853.74,4.56,1.80,16.00,32.12
579,3094,(株)スーパーバリュー,小売業,0,458.00,0.0,4.15,--,0.57,"76,221.05",-603.70,-0.94,0.52,19.00,--
580,3096,(株)オーシャンシステム,小売業,0,916.00,0.0,1.31,18.56,1.32,"57,355.79",835.60,1.39,0.96,12.00,24.32
581,3097,(株)物語コーポレーション,小売業,0,"8,780.00",0.0,1.14,18.04,2.99,"58,924.28","4,220.34",5.88,1.10,90.00,18.43
582,3098,(株)ココカラファイン,小売業,0,"5,480.00",0.0,1.46,14.37,1.38,"400,559.00","13,795.00",2.82,1.54,76.00,19.98
583,3099,(株)三越伊勢丹ホールディングス,小売業,0,838.00,0.0,1.43,24.35,0.57,"1,196,803.00","15,244.00",-1.36,0.72,12.00,34.70
584,3101,東洋紡(株),繊維製品,0,"1,545.00",0.0,2.59,--,0.78,"336,698.00",102.00,2.26,1.47,40.00,--
585,3103,ユニチカ(株),繊維製品,0,362.00,0.0,--,6.86,1.54,"129,098.00","6,684.00",6.43,0.68,0.00,0.00
586,3104,富士紡ホールディングス(株),繊維製品,0,"3,615.00",0.0,2.77,16.29,1.26,"37,097.00","3,859.00",10.11,1.63,100.00,45.00
587,3105,日清紡ホールディングス(株),電気機器,0,"1,029.00",0.0,2.92,--,0.72,"509,660.00","-2,257.00",-2.28,1.30,30.00,--
588,3106,クラボウ,繊維製品,0,"2,280.00",0.0,2.63,10.62,0.53,"157,080.00","6,823.00",3.62,1.60,60.00,27.73
589,3107,ダイワボウホールディングス(株),卸売業,0,"6,220.00",0.0,2.57,7.13,1.38,"785,554.00","24,114.00",2.87,1.29,160.00,22.92
590,3109,シキボウ(株),繊維製品,0,"1,290.00",0.0,3.10,--,0.45,"40,804.00",-982.00,-1.71,1.21,40.00,--
591,3110,日東紡,ガラス・土石製品,0,"5,250.00",0.0,0.76,25.52,2.27,"82,292.00","9,830.00",8.22,2.27,40.00,19.44
592,3111,オーミケンシ(株),繊維製品,0,630.00,0.0,--,--,1.01,"9,746.00",-837.00,-5.44,0.44,0.00,--
593,3113,Ｏａｋ　キャピタル(株),証券業,0,121.00,0.0,4.13,--,0.87,"2,230.48",-968.77,-40.69,6.96,5.00,--
594,3116,トヨタ紡織(株),輸送用機器,0,"1,621.00",0.0,3.45,10.96,1.03,"1,417,376.00","61,489.00",4.32,1.60,56.00,37.87
595,3121,マーチャント・バンカーズ(株),サービス業,0,300.00,0.0,0.67,29.59,2.38,"1,935.58",296.45,4.59,2.07,2.00,19.73
596,3123,サイボー(株),繊維製品,0,462.00,0.0,3.03,--,0.43,"8,438.52",-26.41,-1.95,1.88,14.00,--
597,3125,新内外綿(株),繊維製品,0,"1,045.00",0.0,1.91,"10,373.24",0.74,"4,961.24",14.08,0.01,2.30,20.00,"19,853.50"
598,3131,シンデン・ハイテックス(株),卸売業,0,"1,415.00",0.0,3.18,13.86,0.54,"46,102.60",299.76,1.36,1.71,45.00,42.84
599,3132,マクニカ・富士エレホールディングス(株),卸売業,0,"1,735.00",0.0,2.88,12.22,0.82,"524,235.00","12,781.00",2.86,1.85,50.00,35.33
600,3133,(株)海帆,小売業,0,733.00,0.0,--,--,13.85,"4,920.25",-395.71,-8.53,1.08,2.00,--
601,3134,Ｈａｍｅｅ(株),小売業,0,"1,764.00",0.0,0.37,34.87,6.71,"10,302.81","1,179.33",11.29,3.17,6.50,12.60
602,3135,(株)マーケットエンタープライズ,小売業,0,"2,625.00",0.0,--,69.71,11.86,"8,472.51",436.66,5.12,2.12,0.00,0.00
603,3137,(株)ファンデリー,小売業,0,"1,025.00",0.0,--,15.00,2.39,"3,394.83",699.04,21.02,1.68,0.00,0.00
604,3138,(株)富士山マガジンサービス,小売業,0,"1,043.00",0.0,--,19.41,2.91,"3,466.87",253.34,7.28,1.25,0.00,0.00
605,3139,(株)ラクト・ジャパン,卸売業,0,"4,435.00",0.0,0.50,22.63,2.73,"116,794.40","2,747.79",2.69,1.68,22.00,11.01
606,3140,(株)イデアインターナショナル,卸売業,0,946.00,0.0,0.42,80.76,3.27,"15,155.00",354.00,3.56,2.27,4.00,33.93
607,3141,ウエルシアホールディングス(株),小売業,0,"6,350.00",0.0,0.69,38.01,4.62,"779,148.00","28,511.00",3.34,1.01,42.00,25.25
608,3143,オーウイル(株),卸売業,0,"1,325.00",0.0,3.02,10.14,1.57,"31,375.55",593.17,1.90,1.36,40.00,30.60
609,3148,(株)クリエイトＳＤホールディングス,小売業,0,"2,858.00",0.0,1.29,18.59,2.35,"286,299.00","13,931.00",4.73,1.49,36.00,23.40
610,3150,(株)グリムス,卸売業,0,"2,168.00",0.0,0.78,25.28,6.36,"12,137.96","1,483.18",11.49,2.36,17.00,19.14
611,3151,(株)バイタルケーエスケー・ホールディングス,卸売業,0,"1,047.00",0.0,2.01,13.46,0.61,"559,712.00","7,688.00",0.61,1.07,20.00,24.41
612,3153,八洲電機(株),卸売業,0,914.00,0.0,2.19,10.75,1.00,"69,828.00","2,804.00",3.37,1.36,20.00,23.47
613,3154,メディアスホールディングス(株),卸売業,0,792.00,0.0,1.77,--,1.36,"197,691.50",443.29,-0.07,1.13,14.00,--
614,3156,(株)レスターホールディングス,卸売業,0,"1,860.00",0.0,3.90,13.32,0.76,"205,771.00","2,946.00",1.58,1.53,75.00,71.58
615,3157,ジューテックホールディングス(株),卸売業,0,"1,172.00",0.0,1.71,12.69,1.12,"159,814.00","1,875.00",0.77,1.09,20.00,21.53
616,3159,丸善ＣＨＩホールディングス(株),小売業,0,366.00,0.0,0.27,13.97,0.94,"177,041.00","3,245.00",1.82,1.42,1.00,0.00
617,3160,(株)大光,卸売業,0,669.00,0.0,1.27,21.32,1.89,"62,911.91",619.06,0.89,0.97,8.00,25.50
618,3161,アゼアス(株),卸売業,0,"1,366.00",0.0,0.88,35.57,1.43,"9,520.14",313.30,2.99,3.11,12.00,31.25
619,3166,ＯＣＨＩホールディングス(株),卸売業,0,"1,485.00",0.0,1.68,14.15,1.34,"104,671.00","2,182.00",1.82,1.01,24.00,22.90
620,3167,(株)ＴＯＫＡＩホールディングス,卸売業,0,998.00,0.0,2.81,16.81,2.09,"191,600.00","12,413.00",6.37,0.69,28.00,47.32
621,3168,黒谷(株),卸売業,0,498.00,0.0,3.01,--,0.96,"50,670.15",-312.68,-0.53,1.73,15.00,--
622,3169,(株)ミサワ,小売業,0,666.00,0.0,1.20,28.95,3.82,"10,186.64",125.42,1.65,1.16,5.00,21.39
623,3171,マックスバリュ九州(株),小売業,0,"2,346.00",0.0,2.13,16.68,1.23,"179,710.00","1,753.00",0.96,0.82,30.00,21.12
624,3172,ティーライフ(株),小売業,0,905.00,0.0,2.21,15.88,0.84,"9,286.42",377.29,3.98,3.09,20.00,35.11
625,3173,(株)Ｃｏｍｉｎｉｘ,卸売業,0,819.00,0.0,3.42,8.34,1.04,"25,511.10","1,104.89",4.44,1.52,28.00,28.50
626,3174,(株)ハピネス・アンド・ディ,小売業,0,"1,004.00",0.0,2.59,9.78,0.96,"20,760.05",459.00,2.32,2.10,26.00,23.89
627,3175,(株)エー・ピーカンパニー,小売業,0,628.00,0.0,--,--,3.36,"24,577.97","-1,768.64",-8.08,0.78,0.00,--
628,3176,三洋貿易(株),卸売業,0,"1,228.00",0.0,3.01,8.80,1.21,"83,230.25","6,063.51",7.04,2.75,37.00,26.36
629,3177,(株)ありがとうサービス,小売業,0,"2,367.00",0.0,3.80,17.37,1.15,"8,425.60",231.89,2.27,2.05,90.00,64.67
630,3178,チムニー(株),小売業,0,"2,310.00",0.0,1.00,36.93,2.55,"45,685.49","2,191.34",4.69,1.31,23.00,36.56
631,3179,シュッピン(株),小売業,0,"1,030.00",0.0,1.36,25.47,4.97,"34,608.86","1,426.89",4.15,2.20,14.00,33.77
632,3180,(株)ビューティガレージ,卸売業,0,"2,034.00",0.0,0.44,34.01,3.46,"13,852.10",634.27,4.45,2.03,9.00,15.06
633,3181,(株)買取王国,小売業,0,650.00,0.0,--,91.29,0.63,"4,739.68",26.20,0.22,3.14,0.00,0.00
634,3182,オイシックス・ラ・大地(株),小売業,0,"1,010.00",0.0,--,14.33,2.72,"64,026.12","2,150.56",3.39,1.76,0.00,0.00
635,3183,ウイン・パートナーズ(株),卸売業,0,"1,087.00",0.0,2.94,11.82,1.60,"69,775.79","3,540.15",5.07,1.89,32.00,34.79
636,3184,ＩＣＤＡホールディングス(株),小売業,0,"1,635.00",0.0,3.06,4.65,0.65,"28,181.72","1,143.28",4.06,0.53,50.00,14.23
637,3185,夢展望(株),小売業,0,506.00,0.0,--,--,10.62,"6,917.64",-253.47,-2.59,1.16,0.00,--
638,3186,(株)ネクステージ,小売業,0,"1,083.00",0.0,0.55,19.55,2.93,"219,263.00","5,772.00",2.72,2.17,6.00,10.63
639,3187,(株)サンワカンパニー,小売業,0,320.00,0.0,0.94,110.26,2.56,"10,213.11",79.64,0.83,1.16,3.00,105.64
640,3189,(株)ＡＮＡＰ,小売業,0,549.00,0.0,1.09,39.00,1.41,"6,261.08",87.84,1.35,2.44,6.00,40.19
641,3190,(株)ホットマン,小売業,0,567.00,0.0,1.76,10.63,0.63,"21,041.64",616.21,2.58,1.31,10.00,18.75
642,3191,(株)ジョイフル本田,小売業,0,"1,318.00",0.0,1.93,20.81,0.87,"148,226.00","6,711.00",3.63,2.37,25.00,39.69
643,3192,(株)白鳩,小売業,0,304.00,0.0,0.99,--,0.72,--,--,--,2.39,--,--
644,3193,(株)鳥貴族,小売業,0,"2,654.00",0.0,0.30,--,4.71,"35,847.69",-242.40,-0.55,0.83,8.00,--
645,3194,(株)キリン堂ホールディングス,小売業,0,"1,761.00",0.0,2.07,13.37,1.33,"129,593.00","2,401.00",1.15,1.17,35.00,26.92
646,3195,(株)ジェネレーションパス,小売業,0,530.00,0.0,--,373.03,2.70,"9,666.38",31.62,0.21,1.85,0.00,0.00
647,3196,(株)ホットランド,小売業,0,"1,286.00",0.0,--,--,6.96,"31,736.84",-672.32,-0.81,0.98,0.00,--
648,3197,(株)すかいらーくホールディングス,小売業,0,"1,962.00",0.0,0.97,40.84,2.92,"375,394.00","16,729.00",5.48,0.38,19.00,39.55
649,3198,ＳＦＰホールディングス(株),小売業,0,"2,264.00",0.0,1.15,29.97,3.74,"37,751.32","3,003.49",7.12,1.54,26.00,34.21
650,3199,綿半ホールディングス(株),小売業,0,"1,889.00",0.0,1.75,11.55,1.27,"106,462.10","2,477.33",2.22,1.09,33.00,20.18
651,3201,ニッケ,繊維製品,0,"1,069.00",0.0,2.43,11.92,0.85,"126,401.00","10,154.00",6.80,2.03,26.00,28.99
652,3202,ダイトウボウ(株),繊維製品,0,250.00,0.0,--,25.46,1.73,"4,496.79",236.70,7.28,0.81,0.00,0.00
653,3204,(株)トーア紡コーポレーション,繊維製品,0,527.00,0.0,3.80,18.95,0.42,"19,374.00",366.00,1.57,1.28,20.00,71.93
654,3205,(株)ダイドーリミテッド,繊維製品,0,270.00,0.0,1.85,--,0.55,"26,368.00",-204.00,-1.99,0.83,5.00,--
655,3209,カネヨウ(株),卸売業,0,896.00,0.0,--,15.70,0.89,"13,575.54",117.67,0.67,1.18,0.00,0.00
656,3221,(株)ヨシックス,小売業,0,"2,874.00",0.0,0.84,19.33,4.38,"17,934.39","2,335.69",11.24,2.31,22.00,14.75
657,3222,ユナイテッド・スーパーマーケット・ホールディングス(株),小売業,0,965.00,0.0,1.66,23.33,0.87,"694,323.00","8,177.00",1.28,0.80,16.00,38.66
658,3223,(株)エスエルディー,小売業,0,"1,168.00",0.0,--,74.16,7.16,"4,377.87",16.34,0.46,0.79,0.00,0.00
659,3224,(株)ゼネラル・オイスター,小売業,0,"1,111.00",0.0,--,--,12.90,"3,706.99",-311.59,-8.48,0.67,0.00,--
660,3226,日本アコモデーションファンド投資法人,REIT銘柄一覧,0,"714,000.00",0.0,2.82,33.42,2.45,"23,548.12","10,354.58",47.86,0.50,"20,155.00",94.33
661,3227,MCUBS MidCity投資法人,REIT銘柄一覧,0,"126,500.00",0.0,4.19,27.78,1.47,"18,722.89","7,390.88",46.45,0.67,"4,229.00",94.05
